ID	TEsorter	EDTA	Final
1D_TE_00002678	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002679	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
1D_TE_00002680	Unknown	DNA/Helitron	DNA/Helitron
1D_TE_00002681_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002682_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002683	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002684	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002685	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002686_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002687	TIR/MuDR_Mutator	DNA/DTM	TIR/MuDR_Mutator
1D_TE_00002688	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
1D_TE_00002689_INT	LTR/Gypsy	LTR/unknown	LTR/Gypsy
1D_TE_00002690	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002691	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002692	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002693_LTR	LTR/Gypsy		LTR/Gypsy
1D_TE_00002694_INT	LTR/Copia		LTR/Copia
1D_TE_00002695	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002696_INT	LTR/Copia		LTR/Copia
1D_TE_00002697	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002698_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002699_INT	LTR/Copia		LTR/Copia
1D_TE_00002699_LTR	TIR/MuDR_Mutator	LTR/Copia	TIR/MuDR_Mutator
1D_TE_00002700_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002701_INT	LTR/Copia	LTR/unknown	LTR/Copia
1D_TE_00002702	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002703	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002704_INT	LTR/Gypsy	LTR/unknown	LTR/Gypsy
1D_TE_00002705_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002706	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002707	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002708	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002709_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002710	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002711	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002712	Unknown	MITE/DTC	MITE/DTC
1D_TE_00002713	TIR/MuDR_Mutator	DNA/DTC	TIR/MuDR_Mutator
1D_TE_00002714	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002715	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002716_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002717_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002718	TIR/MuDR_Mutator	DNA/DTM	TIR/MuDR_Mutator
1D_TE_00002719	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002720	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002721_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00002722_LTR	LTR/Gypsy		LTR/Gypsy
1D_TE_00002723	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002724_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00002725_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002726	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002727	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002728	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002729_INT	LTR/Gypsy	LTR/Copia	LTR/Gypsy
1D_TE_00002730_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002731_INT	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002732_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00002733	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002734	TIR/MuDR_Mutator	DNA/DTM	TIR/MuDR_Mutator
1D_TE_00002735	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002736	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002737	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002738_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1D_TE_00002739	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002740_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
1D_TE_00002741_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002742_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00002743	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002744	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002745_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002745_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002746	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002747	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002748	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002749	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002750_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002751_INT	LTR/Copia/Ikeros	LTR/Copia	LTR/Copia/Ikeros
1D_TE_00002752	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002753	TIR/MuDR_Mutator	DNA/DTM	TIR/MuDR_Mutator
1D_TE_00002754	TIR/Tc1_Mariner	DNA/DTT	TIR/Tc1_Mariner
1D_TE_00002755_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002756_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002757_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002758	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002759	Unknown	MITE/DTM	MITE/DTM
1D_TE_00002760	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002761_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
1D_TE_00002762_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1D_TE_00002763	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002764_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002765	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002766	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002767	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002768_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1D_TE_00002769	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002770	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002771_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002772	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002773	LTR/Gypsy	MITE/DTT	LTR/Gypsy
1D_TE_00002774_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002775	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002776	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002777_INT	LTR/Gypsy	LTR/unknown	LTR/Gypsy
1D_TE_00002778	Unknown	MITE/DTM	MITE/DTM
1D_TE_00002779	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002780	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002781	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002782	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002783	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002784	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002785_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1D_TE_00002785_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002786	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002787_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002788	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002789_INT	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002790_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002791	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002792_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1D_TE_00002793	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002794_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002795_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002796_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1D_TE_00002797_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002798	Unknown	DNA/Helitron	DNA/Helitron
1D_TE_00002799	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002800	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002801	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002802_INT	LTR/Copia/Bianca	LTR/Copia	LTR/Copia/Bianca
1D_TE_00002802_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002803	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002804	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002805_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002806	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002807_INT	LTR/Copia/SIRE	LTR/Copia	LTR/Copia/SIRE
1D_TE_00002808	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002809_INT	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002810	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002811	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002812	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002813	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002814	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002815	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002816	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002817	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002818	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002819_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002820	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002821_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002822	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002823_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002824	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002825	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002826	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002827	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002828	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002829	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002830	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002831	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002832_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002833	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002834	Unknown	MITE/DTM	MITE/DTM
1D_TE_00002835	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002836_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002837_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002838	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002839	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002840	Unknown	DNA/Helitron	DNA/Helitron
1D_TE_00002841	Unknown	MITE/DTM	MITE/DTM
1D_TE_00002842	Unknown	MITE/DTM	MITE/DTM
1D_TE_00002843_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1D_TE_00002844_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002845	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002846_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002847	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002848	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002849	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002850_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1D_TE_00002850_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002851	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002852_INT	LTR/Copia/Tork	LTR/Copia	LTR/Copia/Tork
1D_TE_00002852_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002853_INT	LTR/Gypsy/Athila	LTR/Copia	LTR/Gypsy/Athila
1D_TE_00002854_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002855_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
1D_TE_00002856	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002857	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002858_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002859_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1D_TE_00002859_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002860_INT	LTR/Copia/Ikeros	LTR/Copia	LTR/Copia/Ikeros
1D_TE_00002861	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002862_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002863	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002864_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002865_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00002866	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002867_INT	LTR/Copia	LTR/unknown	LTR/Copia
1D_TE_00002867_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002868_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00002869_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002870	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002871	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002872	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002873_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
1D_TE_00002873_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002874_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002875_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002876_INT	LTR/Copia/Ale	LTR/Gypsy	LTR/Copia/Ale
1D_TE_00002877	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002878	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002879	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002880	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002881_INT	LTR/Copia/Bianca	LTR/Copia	LTR/Copia/Bianca
1D_TE_00002882	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002883_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00002883_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002884	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002885_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002886	LTR/Copia	DNA/DTM	LTR/Copia
1D_TE_00002887	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002888_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002889_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00002890	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002891	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002892	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002893	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002894_INT	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002894_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002895	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002896	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002897	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002898_INT	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002899_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002900	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002901	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002902	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002903	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002904_INT	LTR/Copia	LTR/unknown	LTR/Copia
1D_TE_00002905_INT	LTR/Copia/Bianca	LTR/Copia	LTR/Copia/Bianca
1D_TE_00002906	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002907_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
1D_TE_00002907_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002908	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002909_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
1D_TE_00002910	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002911	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002912_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002913	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002914	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002915_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1D_TE_00002915_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002916	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002917_INT	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002918	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002919	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002920_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002921_INT	LTR/Copia/TAR	LTR/Copia	LTR/Copia/TAR
1D_TE_00002922	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002923	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002924	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002925	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002926_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1D_TE_00002927	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002928_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002929	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002930	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002931	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002932	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002933	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002934	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002935	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002936_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002937_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002938_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002939_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002940	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002941_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00002942	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002943	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002944	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002945	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002946_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1D_TE_00002947_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002948_INT	LTR/Copia/Ikeros	LTR/Copia	LTR/Copia/Ikeros
1D_TE_00002949	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002950_INT	LTR/Copia		LTR/Copia
1D_TE_00002951_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
1D_TE_00002951_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002952_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002952_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002953_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1D_TE_00002954_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002955	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002956	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002957_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00002958	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002959	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002960	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002961_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002962_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002963_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002964_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1D_TE_00002964_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002965_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002966	TIR/EnSpm_CACTA	DNA/DTC	TIR/EnSpm_CACTA
1D_TE_00002967	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002968	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002969_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00002970	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002971_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002971_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002972_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00002973	Unknown	DNA/DTT	DNA/DTT
1D_TE_00002974_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002975	Unknown	DNA/Helitron	DNA/Helitron
1D_TE_00002976	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002977_INT	LTR/Copia		LTR/Copia
1D_TE_00002977_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002978	Unknown	MITE/DTT	MITE/DTT
1D_TE_00002979_INT	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002980_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002981_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002982_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002983	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002984_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00002985	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002986_INT	LTR/Copia/SIRE	LTR/Copia	LTR/Copia/SIRE
1D_TE_00002987_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002988_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1D_TE_00002988_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002989	Unknown	MITE/DTH	MITE/DTH
1D_TE_00002990_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1D_TE_00002991_INT	LTR/Copia		LTR/Copia
1D_TE_00002992	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002993_INT	LTR/Gypsy/Tekay	LTR/Gypsy	LTR/Gypsy/Tekay
1D_TE_00002994	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002995_INT	LTR/Copia/Ikeros	LTR/Copia	LTR/Copia/Ikeros
1D_TE_00002995_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00002996	Unknown	DNA/DTH	DNA/DTH
1D_TE_00002997	Unknown	DNA/DTC	DNA/DTC
1D_TE_00002998	Unknown	DNA/DTM	DNA/DTM
1D_TE_00002999	Unknown	DNA/DTH	DNA/DTH
1D_TE_00003000_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00003001	Unknown	MITE/DTH	MITE/DTH
1D_TE_00003002_INT	LTR/Copia/Angela	LTR/Copia	LTR/Copia/Angela
1D_TE_00003003	Unknown	DNA/DTM	DNA/DTM
1D_TE_00003004	Unknown	DNA/Helitron	DNA/Helitron
1D_TE_00003005	Unknown	DNA/DTM	DNA/DTM
1D_TE_00003006	Unknown	DNA/DTM	DNA/DTM
1D_TE_00003007	Unknown	DNA/DTM	DNA/DTM
1D_TE_00003008_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00003009	Unknown	MITE/DTT	MITE/DTT
1D_TE_00003010_INT	LTR/Gypsy/Retand	LTR/Gypsy	LTR/Gypsy/Retand
1D_TE_00003011	Unknown	DNA/DTH	DNA/DTH
1D_TE_00003012	Unknown	DNA/DTH	DNA/DTH
1D_TE_00003013_INT	Unknown	LTR/Copia	LTR/Copia
1D_TE_00003014_INT	LTR/Copia/Bianca	LTR/Copia	LTR/Copia/Bianca
1D_TE_00003015	LTR/Gypsy	DNA/DTC	LTR/Gypsy
1D_TE_00003016_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00003016_LTR	Unknown	LTR/unknown	LTR/unknown
1D_TE_00003017_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00003018	Unknown	MITE/DTC	MITE/DTC
1D_TE_00003019	Unknown	DNA/DTC	DNA/DTC
1D_TE_00003020	Unknown	MITE/DTT	MITE/DTT
1D_TE_00003021_INT	LTR/Gypsy		LTR/Gypsy
1D_TE_00003022_INT	LTR/Copia/Ale	LTR/Copia	LTR/Copia/Ale
1D_TE_00003022_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00003023_INT	LTR/Copia/Ivana	LTR/Copia	LTR/Copia/Ivana
1D_TE_00003023_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00003024	Unknown	DNA/DTT	DNA/DTT
1D_TE_00003025	Unknown	DNA/DTC	DNA/DTC
1D_TE_00003026_INT	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00003027_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
1D_TE_00003028	Unknown	DNA/DTH	DNA/DTH
1D_TE_00003029	Unknown	DNA/DTM	DNA/DTM
1D_TE_00003030	TIR/PIF_Harbinger	DNA/DTH	TIR/PIF_Harbinger
1D_TE_00003031_INT	Unknown	LTR/unknown	LTR/unknown
1D_TE_00003032	Unknown	DNA/DTC	DNA/DTC
1D_TE_00003033_INT	LTR/Copia		LTR/Copia
1D_TE_00003034	Unknown	MITE/DTT	MITE/DTT
1D_TE_00003035	LTR/Gypsy	DNA/DTC	LTR/Gypsy
1D_TE_00003036	Unknown	DNA/DTT	DNA/DTT
1D_TE_00003037_INT	LTR/Gypsy/Athila	LTR/Gypsy	LTR/Gypsy/Athila
1D_TE_00003038	Unknown	DNA/DTH	DNA/DTH
1D_TE_00003039_INT	LTR/Copia/Ivana	LTR/Copia	LTR/Copia/Ivana
1D_TE_00003039_LTR	Unknown	LTR/Copia	LTR/Copia
1D_TE_00003040_INT	LTR/Gypsy/Reina	LTR/Gypsy	LTR/Gypsy/Reina
1D_TE_00003040_LTR	Unknown	LTR/Gypsy	LTR/Gypsy
1D_TE_00003041	Unknown	DNA/DTM	DNA/DTM
1D_TE_00003042	Unknown	DNA/DTH	DNA/DTH
1D_TE_00003043	Unknown	MITE/DTH	MITE/DTH
1D_TE_00003044	Unknown	MITE/DTH	MITE/DTH
1D_TE_00003045	Unknown	MITE/DTH	MITE/DTH
1D_TE_00003046	Unknown	MITE/DTT	MITE/DTT
